Source,Target,Weight,Type
Bayer 04 Leverkusen,Manchester United,1,Directed
Bayer 04 Leverkusen,River Plate,1,Directed
Bayer 04 Leverkusen,Sparta Prague,1,Directed
Bayer 04 Leverkusen,Stade Reims,1,Directed
Bayer 04 Leverkusen,Toulouse,1,Directed
Bayer 04 Leverkusen,Vitória SC,1,Directed
Bayern Munich,Atlético Madrid,1,Directed
Bayern Munich,FC Barcelona,1,Directed
Bayern Munich,Inter Milan,1,Directed
Bayern Munich,Liverpool FC,1,Directed
Bayern Munich,Olympique Marseille,1,Directed
Bayern Munich,RCD Espanyol,1,Directed
Bayern Munich,Reading FC,1,Directed
Bayern Munich,Real Madrid,1,Directed
Bayern Munich,SL Benfica,1,Directed
Bayern Munich,Schalke 04,1,Directed
Bayern Munich,Stade Rennais FC,1,Directed
Bayern Munich,VfB Stuttgart,1,Directed
Benevento Calcio,AC Fiorentina,1,Directed
Benevento Calcio,AS Monaco,1,Directed
Benevento Calcio,CSKA Moscow,1,Directed
Benevento Calcio,Cagliari,1,Directed
Benevento Calcio,Chievo Verona,1,Directed
Benevento Calcio,Genoa,1,Directed
Benevento Calcio,Torino FC,1,Directed
Benevento Calcio,Waasl.-Beveren,1,Directed
Besiktas JK,AC Fiorentina,1,Directed
Besiktas JK,AC Milan,1,Directed
Besiktas JK,Adana Demirspor,1,Directed
Besiktas JK,Al-Ahli SFC,1,Directed
Besiktas JK,Al-Nassr,1,Directed
Besiktas JK,Altinordu,1,Directed
Besiktas JK,Arsenal,1,Directed
Besiktas JK,Burnley,1,Directed
Besiktas JK,Chelsea FC,1,Directed
Besiktas JK,Eskisehirspor,1,Directed
Besiktas JK,FC Porto,1,Directed
Besiktas JK,Fortuna Düsseldorf,1,Directed
Besiktas JK,Gaziantep FK,1,Directed
Besiktas JK,Guingamp,1,Directed
Besiktas JK,Istanbulspor,1,Directed
Besiktas JK,Konyaspor,1,Directed
Besiktas JK,Le Havre AC,1,Directed
Besiktas JK,Liverpool FC,1,Directed
Besiktas JK,Malatyaspor,1,Directed
Besiktas JK,RC Lens,1,Directed
Besiktas JK,SL Benfica,1,Directed
Besiktas JK,Sampdoria,1,Directed
Besiktas JK,Schalke 04,1,Directed
Besiktas JK,Sivasspor,1,Directed
Besiktas JK,Somaspor,1,Directed
Besiktas JK,Southampton FC,1,Directed
Besiktas JK,Standard Liège,1,Directed
Besiktas JK,Torino FC,1,Directed
Besiktas JK,Tottenham Hotspur,1,Directed
Besiktas JK,Villarreal CF,1,Directed
Besiktas JK,Vitória SC,1,Directed
Besiktas JK,Wolverhampton Wanderers,1,Directed
Birmingham City,Aberdeen FC,1,Directed
Birmingham City,Albacete,1,Directed
Birmingham City,Arsenal,1,Directed
Birmingham City,Brighton & Hove Albion,1,Directed
Birmingham City,Burnley,1,Directed
Birmingham City,Cardiff City,1,Directed
Birmingham City,Charlotte,1,Directed
Birmingham City,Charlton Athletic,1,Directed
Birmingham City,Derby County,1,Directed
Birmingham City,Dinamo Zagreb,1,Directed
Birmingham City,Elche CF,1,Directed
Birmingham City,Gillingham FC,1,Directed
Birmingham City,Hull City,1,Directed
Birmingham City,Nottingham Forest,1,Directed
Birmingham City,RCD Espanyol,1,Directed
Birmingham City,Rangers,1,Directed
Birmingham City,Southampton FC,1,Directed
Birmingham City,Stoke City,1,Directed
Birmingham City,Swansea City,1,Directed
Birmingham City,UD Almería,1,Directed
Birmingham City,UE Cornellà,1,Directed
Birmingham City,UE Olot,1,Directed
Birmingham City,Valencia CF,1,Directed
Birmingham City,Watford,1,Directed
Blackburn Rovers,Aberdeen FC,1,Directed
Blackburn Rovers,Barnsley,1,Directed
Blackburn Rovers,Cardiff City,1,Directed
Blackburn Rovers,Coventry City,1,Directed
Blackburn Rovers,Crewe Alexandra,1,Directed
Blackburn Rovers,Derby County,1,Directed
Blackburn Rovers,Everton,1,Directed
Blackburn Rovers,Hertha BSC,1,Directed
Blackburn Rovers,Huddersfield Town,1,Directed
Blackburn Rovers,KAA Gent,1,Directed
Blackburn Rovers,Leicester City,1,Directed
Blackburn Rovers,Lincoln City,1,Directed
Blackburn Rovers,Manchester City,1,Directed
Blackburn Rovers,Norwich,1,Directed
Blackburn Rovers,Peterborough United,1,Directed
Blackburn Rovers,Preston North End,1,Directed
Blackburn Rovers,Slavia Sofia,1,Directed
Blackburn Rovers,Southampton FC,1,Directed
Blackburn Rovers,VfB Stuttgart,1,Directed
Blackpool,Charlton Athletic,1,Directed
Blackpool,Doncaster,1,Directed
Blackpool,Huddersfield Town,1,Directed
Blackpool,King's Lynn,1,Directed
Blackpool,Leeds United,1,Directed
Blackpool,Linfield,1,Directed
Blackpool,Liverpool FC,1,Directed
Blackpool,Rochdale,1,Directed
Blackpool,SV Sandhausen,1,Directed
Blackpool,Shamrock Rovers,1,Directed
Blackpool,Southport,1,Directed
Boavista FC,Al-Batin FC,1,Directed
Boavista FC,Anápolis-GO,1,Directed
Boavista FC,Bologna FC 1909,1,Directed
Boavista FC,CD Lugo,1,Directed
Boavista FC,CD Nacional,1,Directed
Boavista FC,CD Olimpia,1,Directed
Boavista FC,CSA,1,Directed
Boavista FC,Cusco FC,1,Directed
Boavista FC,Dallas,1,Directed
Boavista FC,Dep. Municipal,1,Directed
Boavista FC,EC Bahia,1,Directed
Boavista FC,Feirense,1,Directed
Boavista FC,Feyenoord Rotterdam,1,Directed
Boavista FC,Fluminense,1,Directed
Boavista FC,GD Chaves,1,Directed
Boavista FC,GD Estoril Praia,1,Directed
Boavista FC,Houston,1,Directed
Boavista FC,Moreirense FC,1,Directed
Boavista FC,OGC Nice,1,Directed
Boavista FC,Olimpia,1,Directed
Boavista FC,Peñarol,1,Directed
Boavista FC,Real Betis,1,Directed
Boavista FC,Royal Antwerp,1,Directed
Boavista FC,SC Braga,1,Directed
Boavista FC,SLB Laulara,1,Directed
Boavista FC,Servette FC,1,Directed
Boavista FC,Sochi,1,Directed
Boavista FC,Sol de América,1,Directed
Boavista FC,Sporting CP,1,Directed
Boavista FC,Tokushima Vort.,1,Directed
Boavista FC,Vasco da Gama,1,Directed
Boavista FC,Watford,1,Directed
Bologna FC 1909,Aberdeen FC,1,Directed
Bologna FC 1909,Bayern Munich,1,Directed
Bologna FC 1909,Besiktas JK,1,Directed
Bologna FC 1909,CD Nacional,1,Directed
Bologna FC 1909,CSKA-Sofia,1,Directed
Bologna FC 1909,Club Brugge,1,Directed
Bologna FC 1909,Dynamo Moscow,1,Directed
Bologna FC 1909,Excelsior Rotterdam,1,Directed
Bologna FC 1909,FC Crotone,1,Directed
Bologna FC 1909,Frosinone,1,Directed
Bologna FC 1909,HJK Helsinki,1,Directed
Bologna FC 1909,Heart of Midl.,1,Directed
Bologna FC 1909,Imolese,1,Directed
Bologna FC 1909,KRC Genk,1,Directed
Bologna FC 1909,Montréal,1,Directed
Bologna FC 1909,NAC Breda,1,Directed
Bologna FC 1909,Nordsjaelland,1,Directed
Bologna FC 1909,SH Port,1,Directed
Bologna FC 1909,SPAL,1,Directed
Bologna FC 1909,Sint-Truiden,1,Directed
Bologna FC 1909,TSG 1899 Hoffenheim,1,Directed
Bologna FC 1909,Torino FC,1,Directed
Bologna FC 1909,US Sassuolo,1,Directed
Bologna FC 1909,Udinese Calcio,1,Directed
Bologna FC 1909,Vélez Sarsfield,1,Directed
Borussia Dortmund,1. FC Union Berlin,1,Directed
Borussia Dortmund,Ajax,1,Directed
Borussia Dortmund,Bayer 04 Leverkusen,1,Directed
Borussia Dortmund,Birmingham City,1,Directed
Borussia Dortmund,Borussia Mönchengladbach,1,Directed
Borussia Dortmund,FC Barcelona,1,Directed
Borussia Dortmund,Hertha BSC,1,Directed
Borussia Dortmund,Jahn Regensburg,1,Directed
Borussia Dortmund,PSV Eindhoven,1,Directed
Borussia Dortmund,Paris Saint-Germain,1,Directed
Borussia Dortmund,RSC Anderlecht,1,Directed
Borussia Dortmund,Real Madrid,1,Directed
Borussia Dortmund,SC Freiburg,1,Directed
Borussia Dortmund,TSG 1899 Hoffenheim,1,Directed
Borussia Dortmund,VfB Stuttgart,1,Directed
Borussia Dortmund,VfL Wolfsburg,1,Directed
Borussia Mönchengladbach,1. FC Union Berlin,1,Directed
Borussia Mönchengladbach,Darmstadt 98,1,Directed
Borussia Mönchengladbach,FC Midtjylland,1,Directed
Borussia Mönchengladbach,Guingamp,1,Directed
Borussia Mönchengladbach,Hertha BSC,1,Directed
Borussia Mönchengladbach,Inter Milan,1,Directed
Borussia Mönchengladbach,Manchester City,1,Directed
Borussia Mönchengladbach,Montpellier HSC,1,Directed
Borussia Mönchengladbach,New York City,1,Directed
Borussia Mönchengladbach,RB Salzburg,1,Directed
Borussia Mönchengladbach,SL Benfica,1,Directed
Borussia Mönchengladbach,Schalke 04,1,Directed
Borussia Mönchengladbach,Stade Rennais FC,1,Directed
Brentford,AC Fiorentina,1,Directed
Brentford,Barnsley,1,Directed
Brentford,Blackburn Rovers,1,Directed
Brentford,Bologna FC 1909,1,Directed
Brentford,Burnley,1,Directed
Brentford,Celta de Vigo,1,Directed
Brentford,Celtic,1,Directed
Brentford,ESTAC Troyes,1,Directed
Brentford,FC Copenhagen,1,Directed
Brentford,FC Lorient,1,Directed
Brentford,Hull City,1,Directed
Brentford,KRC Genk,1,Directed
Brentford,Leeds United,1,Directed
Brentford,Northampton,1,Directed
Brentford,Peterborough United,1,Directed
Brentford,Piast Gliwice,1,Directed
Brentford,SC Freiburg,1,Directed
Brentford,SD Huesca,1,Directed
Brentford,SS Lazio,1,Directed
Brentford,Sampdoria,1,Directed
Brentford,Southend United,1,Directed
Brentford,Sparta Rotterdam,1,Directed
Brentford,VfL Bochum,1,Directed
Brentford,West Ham United,1,Directed
Brentford,Worthing,1,Directed
Brescia,Al-Ahli SC,1,Directed
Brescia,Al-Arabi SC,1,Directed
Brescia,Brighton & Hove Albion,1,Directed
Brescia,Clermont Foot,1,Directed
Brescia,FC Copenhagen,1,Directed
Brescia,FC Crotone,1,Directed
Brescia,Genoa,1,Directed
Brescia,Norrköping,1,Directed
Brescia,Olympique Marseille,1,Directed
Brescia,Slavia Prague,1,Directed
Brescia,Virtus Entella,1,Directed
Brighton & Hove Albion,AIK,1,Directed
Brighton & Hove Albion,Brentford,1,Directed
Brighton & Hove Albion,Bristol City,1,Directed
Brighton & Hove Albion,Chelsea FC,1,Directed
Brighton & Hove Albion,Getafe,1,Directed
Brighton & Hove Albion,Independiente,1,Directed
Brighton & Hove Albion,KRC Genk,1,Directed
Brighton & Hove Albion,Kawasaki Front.,1,Directed
Brighton & Hove Albion,Lausanne-Sport,1,Directed
Brighton & Hove Albion,Lech Poznan,1,Directed
Brighton & Hove Albion,Legia Warszawa,1,Directed
Brighton & Hove Albion,Libertad,1,Directed
Brighton & Hove Albion,Liverpool FC,1,Directed
Brighton & Hove Albion,NAC Breda,1,Directed
Brighton & Hove Albion,Nordsjaelland,1,Directed
Brighton & Hove Albion,Peterborough United,1,Directed
Brighton & Hove Albion,Pogon Szczecin,1,Directed
Brighton & Hove Albion,Portsmouth,1,Directed
Brighton & Hove Albion,RB Salzburg,1,Directed
Brighton & Hove Albion,Rosario Central,1,Directed
Brighton & Hove Albion,Slavia Prague,1,Directed
Brighton & Hove Albion,Union SG,1,Directed
Brighton & Hove Albion,Villarreal CF,1,Directed
Brighton & Hove Albion,Watford,1,Directed
Bristol City,Aston Villa,1,Directed
Bristol City,Bath City,1,Directed
Bristol City,Bodø/Glimt,1,Directed
Bristol City,Bologna FC 1909,1,Directed
Bristol City,Brentford,1,Directed
Bristol City,Burnley,1,Directed
Bristol City,Carlisle United,1,Directed
Bristol City,Chelsea FC,1,Directed
Bristol City,Derby County,1,Directed
Bristol City,Doncaster,1,Directed
Bristol City,Everton,1,Directed
Bristol City,Forest Green,1,Directed
Bristol City,Hull City,1,Directed
Bristol City,OH Leuven,1,Directed
Bristol City,Pau FC,1,Directed
Bristol City,SL Benfica,1,Directed
Bristol City,Stoke City,1,Directed
Bristol City,West Bromwich Albion,1,Directed
Bristol City,Wigan Athletic,1,Directed
Bristol City,Wycombe Wanderers,1,Directed
Burnley,Borussia Mönchengladbach,1,Directed
Burnley,Brentford,1,Directed
Burnley,Brighton & Hove Albion,1,Directed
Burnley,Bristol City,1,Directed
Burnley,Cercle Brugge,1,Directed
Burnley,Chelsea FC,1,Directed
Burnley,Crystal Palace,1,Directed
Burnley,Djurgården,1,Directed
Burnley,KVC Westerlo,1,Directed
Burnley,Kayserispor,1,Directed
Burnley,Leeds United,1,Directed
Burnley,MK Dons,1,Directed
Burnley,Manchester City,1,Directed
Burnley,Olympique Lyon,1,Directed
Burnley,Oxford United,1,Directed
Burnley,Paris Saint-Germain,1,Directed
Burnley,RSC Anderlecht,1,Directed
Burnley,RSC Charleroi,1,Directed
Burnley,Royal Antwerp,1,Directed
Burnley,Sint-Truiden,1,Directed
Burnley,Southampton FC,1,Directed
Burnley,Standard Liège,1,Directed
Burnley,VfB Stuttgart,1,Directed
Burnley,VfL Wolfsburg,1,Directed
Burnley,West Bromwich Albion,1,Directed
Burnley,Wolverhampton Wanderers,1,Directed
CA Osasuna,CD Leganés,1,Directed
CA Osasuna,Celta de Vigo,1,Directed
CA Osasuna,Eintracht Frankfurt,1,Directed
CA Osasuna,Elche CF,1,Directed
CA Osasuna,FC Porto,1,Directed
CA Osasuna,Maldonado,1,Directed
CA Osasuna,Real Betis,1,Directed
CA Osasuna,SS Lazio,1,Directed
CA Osasuna,San Lorenzo,1,Directed
CA Osasuna,Stade Rennais FC,1,Directed
CA Osasuna,Valencia CF,1,Directed
CA Osasuna,Watford,1,Directed
CD Leganés,Alcorcón,1,Directed
CD Leganés,Athletic Bilbao,1,Directed
CD Leganés,BSC Young Boys,1,Directed
CD Leganés,Chelsea FC,1,Directed
CD Leganés,FC Porto,1,Directed
CD Leganés,Middlesbrough FC,1,Directed
CD Leganés,Málaga CF,1,Directed
CD Leganés,Olympiacos,1,Directed
CD Leganés,Real Betis,1,Directed
CD Leganés,Real Sociedad,1,Directed
CD Leganés,Southampton FC,1,Directed
CD Leganés,Sporting CP,1,Directed
CD Leganés,UD Las Palmas,1,Directed
CD Nacional,1. FC Köln,1,Directed
CD Nacional,B. Banja Luka,1,Directed
CD Nacional,Botafogo,1,Directed
CD Nacional,CD Tondela,1,Directed
CD Nacional,FC Dinamo,1,Directed
CD Nacional,FC Metz,1,Directed
CD Nacional,KV Kortrijk,1,Directed
CD Nacional,Machico,1,Directed
CD Nacional,Mafra,1,Directed
CD Nacional,Marinhense,1,Directed
CD Nacional,Osasco-SP,1,Directed
CD Nacional,Palmeiras,1,Directed
CD Nacional,Sporting CP,1,Directed
CD Nacional,São Paulo,1,Directed
CD Nacional,Vitória SC,1,Directed
CD Nacional,Zalaegerszeg,1,Directed
CD Tondela,Atalanta BC,1,Directed
CD Tondela,Atlético-MG,1,Directed
CD Tondela,CA Osasuna,1,Directed
CD Tondela,CD Leganés,1,Directed
CD Tondela,CE Sabadell,1,Directed
CD Tondela,Defensor,1,Directed
CD Tondela,ESTAC Troyes,1,Directed
CD Tondela,Feirense,1,Directed
CD Tondela,Guingamp,1,Directed
CD Tondela,Hatta Club,1,Directed
CD Tondela,Internacional,1,Directed
CD Tondela,KAS Eupen,1,Directed
CD Tondela,KRC Genk,1,Directed
CD Tondela,Legia Warszawa,1,Directed
CD Tondela,Levante UD,1,Directed
CD Tondela,Los Angeles,1,Directed
CD Tondela,Madureira-RJ,1,Directed
CD Tondela,Marítimo,1,Directed
CD Tondela,Moreirense FC,1,Directed
CD Tondela,NA Hussein Dey,1,Directed
CD Tondela,Oliveirense,1,Directed
CD Tondela,Peñarol,1,Directed
CD Tondela,Puerto Cabello,1,Directed
CD Tondela,Real Sociedad,1,Directed
CD Tondela,SD Eibar,1,Directed
CD Tondela,SD Huesca,1,Directed
CD Tondela,SL Benfica,1,Directed
CD Tondela,Saprissa,1,Directed
CD Tondela,Somorrostro,1,Directed
CD Tondela,Sporting CP,1,Directed
CD Tondela,Sturm Graz,1,Directed
CD Tondela,Valenciennes FC,1,Directed
CD Tondela,Villarreal CF,1,Directed
CD Tondela,Vitória SC,1,Directed
CD Tondela,Wolverhampton Wanderers,1,Directed
CSKA Moscow,DL Pro,1,Directed
CSKA Moscow,Dynamo Brest,1,Directed
CSKA Moscow,LOSC Lille,1,Directed
CSKA Moscow,Lokomotiv Moscow,1,Directed
CSKA Moscow,New York City,1,Directed
CSKA Moscow,Nizhny Novgorod,1,Directed
CSKA Moscow,Partizan,1,Directed
CSKA Moscow,Portimonense SC,1,Directed
CSKA Moscow,Red Star FC,1,Directed
CSKA Moscow,Rostov,1,Directed
CSKA Moscow,SC Heerenveen,1,Directed
CSKA Moscow,San Lorenzo,1,Directed
CSKA Moscow,Slaven Belupo,1,Directed
CSKA Moscow,Sochi,1,Directed
CSKA Moscow,Stabæk Fotball,1,Directed
CSKA Moscow,Tambov,1,Directed
CSKA Moscow,Ufa,1,Directed
CSKA Moscow,Union Española,1,Directed
CSKA Moscow,Vasco da Gama,1,Directed
Cagliari,AC Ajaccio,1,Directed
Cagliari,AS Monaco,1,Directed
Cagliari,AS Roma,1,Directed
Cagliari,Boca Juniors,1,Directed
Cagliari,Bologna FC 1909,1,Directed
Cagliari,CD Nacional,1,Directed
Cagliari,Chievo Verona,1,Directed
Cagliari,Genoa,1,Directed
Cagliari,Girondins de Bordeaux,1,Directed
Cagliari,Olbia,1,Directed
Cagliari,Olympique Marseille,1,Directed
Cagliari,PSV Eindhoven,1,Directed
Cagliari,Parma Calcio,1,Directed
Cagliari,SPAL,1,Directed
Cagliari,Torino FC,1,Directed
Cagliari,Venezia FC,1,Directed
Cardiff City,1.FC Heidenheim,1,Directed
Cardiff City,AFC Bournemouth,1,Directed
Cardiff City,Aston Villa,1,Directed
Cardiff City,Birmingham City,1,Directed
Cardiff City,Crawley Town,1,Directed
Cardiff City,Derby County,1,Directed
Cardiff City,Everton,1,Directed
Cardiff City,FC Midtjylland,1,Directed
Cardiff City,Leeds United,1,Directed
Cardiff City,Leicester City,1,Directed
Cardiff City,Lewes,1,Directed
Cardiff City,Luton Town,1,Directed
Cardiff City,Millwall FC,1,Directed
Cardiff City,Newport County,1,Directed
Cardiff City,Norwich,1,Directed
Cardiff City,Nottingham Forest,1,Directed
Cardiff City,Rangers,1,Directed
Cardiff City,Reading FC,1,Directed
Cardiff City,Rotherham United,1,Directed
Cardiff City,SC Paderborn,1,Directed
Cardiff City,St. Mirren,1,Directed
Cardiff City,Stoke City,1,Directed
Cardiff City,Wigan Athletic,1,Directed
Casa Pia AC,CF Estrela,1,Directed
Casa Pia AC,Caracas FC,1,Directed
Casa Pia AC,Coimbra-MG,1,Directed
Casa Pia AC,Corinthians,1,Directed
Casa Pia AC,FC Porto,1,Directed
Casa Pia AC,Granada CF,1,Directed
Casa Pia AC,Jeonbuk Hyundai,1,Directed
Casa Pia AC,Leixões,1,Directed
Casa Pia AC,Moreirense FC,1,Directed
Casa Pia AC,Nagoya Grampus,1,Directed
Casa Pia AC,PAOK,1,Directed
Casa Pia AC,Puskás AFC,1,Directed
Casa Pia AC,Santos FC,1,Directed
Casa Pia AC,SönderjyskE,1,Directed
Casa Pia AC,Trofense,1,Directed
Casa Pia AC,Tsarsko Selo,1,Directed
Casa Pia AC,Vila Nova FC,1,Directed
Caykur Rizespor,Afyonspor,1,Directed
Caykur Rizespor,Akhmat Grozny,1,Directed
Caykur Rizespor,Al-Wasl,1,Directed
Caykur Rizespor,Alanyaspor,1,Directed
Caykur Rizespor,Amiens SC,1,Directed
Caykur Rizespor,Antalyaspor,1,Directed
Caykur Rizespor,Balikesirspor,1,Directed
Caykur Rizespor,Bayer 04 Leverkusen,1,Directed
Caykur Rizespor,Benevento Calcio,1,Directed
Caykur Rizespor,Besiktas JK,1,Directed
Caykur Rizespor,Bologna FC 1909,1,Directed
Caykur Rizespor,CFR Cluj,1,Directed
Caykur Rizespor,Coritiba FC,1,Directed
Caykur Rizespor,Dinamo Zagreb,1,Directed
Caykur Rizespor,E. Erokspor,1,Directed
Caykur Rizespor,Elfsborg,1,Directed
Caykur Rizespor,Eskisehirspor,1,Directed
Caykur Rizespor,Everton,1,Directed
Caykur Rizespor,FC Lahti,1,Directed
Caykur Rizespor,FC Porto,1,Directed
Caykur Rizespor,FK Sarajevo,1,Directed
Caykur Rizespor,Granada CF,1,Directed
Caykur Rizespor,Guingamp,1,Directed
Caykur Rizespor,Häcken,1,Directed
Caykur Rizespor,Kalmar FF,1,Directed
Caykur Rizespor,Kayserispor,1,Directed
Caykur Rizespor,Konyaspor,1,Directed
Caykur Rizespor,LOSC Lille,1,Directed
Caykur Rizespor,MKE Ankaragücü,1,Directed
Caykur Rizespor,Malatyaspor,1,Directed
Caykur Rizespor,Manisa FK,1,Directed
Caykur Rizespor,Marítimo,1,Directed
Caykur Rizespor,Menemenspor,1,Directed
Caykur Rizespor,NK Domzale,1,Directed
Caykur Rizespor,Nasaf Qarshi,1,Directed
Caykur Rizespor,Olympiacos,1,Directed
Caykur Rizespor,Osmanlispor,1,Directed
Caykur Rizespor,PAOK,1,Directed
Caykur Rizespor,Red Star FC,1,Directed
Caykur Rizespor,SL Benfica,1,Directed
Caykur Rizespor,SM Caen,1,Directed
Caykur Rizespor,Shakhtar D.,1,Directed
Caykur Rizespor,Slavia Prague,1,Directed
Caykur Rizespor,UD Las Palmas,1,Directed
Caykur Rizespor,Vidi FC,1,Directed
Caykur Rizespor,Zulte Waregem,1,Directed
Celta de Vigo,1.FSV Mainz 05,1,Directed
Celta de Vigo,AS Roma,1,Directed
Celta de Vigo,Athletic Bilbao,1,Directed
Celta de Vigo,CD Cruz Azul,1,Directed
Celta de Vigo,Cagliari,1,Directed
Celta de Vigo,Eintracht Frankfurt,1,Directed
Celta de Vigo,FC Groningen,1,Directed
Celta de Vigo,FC Porto,1,Directed
Celta de Vigo,Feyenoord Rotterdam,1,Directed
Celta de Vigo,Granada CF,1,Directed
Celta de Vigo,Hammarby,1,Directed
Celta de Vigo,Heracles Almelo,1,Directed
Celta de Vigo,Internacional,1,Directed
Celta de Vigo,KRC Genk,1,Directed
Celta de Vigo,Lokomotiv Moscow,1,Directed
Celta de Vigo,Olympique Lyon,1,Directed
Celta de Vigo,Racing Club,1,Directed
Celta de Vigo,SD Huesca,1,Directed
Celta de Vigo,U. Católica,1,Directed
Charlton Athletic,AFC Wimbledon,1,Directed
Charlton Athletic,Aston Villa,1,Directed
Charlton Athletic,Birmingham City,1,Directed
Charlton Athletic,Bristol Rovers,1,Directed
Charlton Athletic,Enfield Town,1,Directed
Charlton Athletic,Leyton Orient,1,Directed
Charlton Athletic,MK Dons,1,Directed
Charlton Athletic,Rotherham United,1,Directed
Charlton Athletic,Sunderland AFC,1,Directed
Charlton Athletic,West Ham United,1,Directed
Chelsea FC,AS Monaco,1,Directed
Chelsea FC,Ajax,1,Directed
Chelsea FC,Aston Villa,1,Directed
Chelsea FC,Bayer 04 Leverkusen,1,Directed
Chelsea FC,Brighton & Hove Albion,1,Directed
Chelsea FC,Chicago,1,Directed
Chelsea FC,FC Barcelona,1,Directed
Chelsea FC,Fulham FC,1,Directed
Chelsea FC,Inter Milan,1,Directed
Chelsea FC,Juventus,1,Directed
Chelsea FC,Manchester City,1,Directed
Chelsea FC,Molde,1,Directed
Chelsea FC,OGC Nice,1,Directed
Chelsea FC,Olympique Lyon,1,Directed
Chelsea FC,PSV Eindhoven,1,Directed
Chelsea FC,Paris Saint-Germain,1,Directed
Chelsea FC,RB Leipzig,1,Directed
Chelsea FC,Real Madrid,1,Directed
Chelsea FC,SL Benfica,1,Directed
Chelsea FC,SSC Napoli,1,Directed
Chelsea FC,Shakhtar D.,1,Directed
Chelsea FC,Stade Rennais FC,1,Directed
Chelsea FC,Vasco da Gama,1,Directed
Clermont Foot,BB Erzurumspor,1,Directed
Clermont Foot,Bayer 04 Leverkusen,1,Directed
Clermont Foot,Benevento Calcio,1,Directed
Clermont Foot,Birmingham City,1,Directed
Clermont Foot,CS Sedan,1,Directed
Clermont Foot,Dinamo Zagreb,1,Directed
Clermont Foot,FC Lorient,1,Directed
Clermont Foot,Granada CF,1,Directed
Clermont Foot,JMG Abidjan,1,Directed
Clermont Foot,KRC Genk,1,Directed
Clermont Foot,Lausanne-Sport,1,Directed
Clermont Foot,Legia Warszawa,1,Directed
Clermont Foot,Moulins-Yzeure,1,Directed
Clermont Foot,OGC Nice,1,Directed
Clermont Foot,Olympique Marseille,1,Directed
Clermont Foot,Spartak Moscow,1,Directed
